tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,review_quality_rating,review_difficulty_rating,review_class,Review_1,Review_2,Review_3
Philosophy,298,Cornell University,Chad,,McIntosh,2201736,2,good,TEACHER,PROFESSOR,4.5,4.0,4.0,,Prof was very knowledgeable and interested in what he is teaching about. Syllabus is clear and Chad is open to listen to and learn from students. Writing assignments helped me practice writing often and class was engaging. I felt lucky to take his class and would again if I could.,"Prof. McIntosh was very fun and humorous. He definitely made you work, but he was an easy grader.   I really liked the lectures. He taught the subject very well and made me interested. I would take a class with him again if I could!",
Natural Resources,298,Cornell University,Peter,,McIntyre,2697957,1,poor,TEACHER,PROFESSOR,1.0,,,,"Pete is one of the worst professors I've had at Cornell. He is a nice person, but he is extremely disrespectful of students time, scheduling frequent meetings with us for no reason, showing up late and sometimes randomly cancelling. He's very patronizing, and once defined the definition of the word ""trivial"" for me as if I didn't know basic english",,
Economics,298,Cornell University,Doug,,McKee,2177760,19,good,TEACHER,PROFESSOR,4.4,5.0,5.0,,"McKee is a fantastic lecturer and really approachable outside of class. Go to his office hours, he's exceedingly helpful and always does his best to help the student understand. Prelims and final were very fair, problem sets were fine and he drops 1. Plenty of extra credit opportunities to boot. Definitely taking a class with him again if I can.","Prof. McKee is a real nice guy who is ready to help anytime. The positioning of the course was a bit weird as it is supposed to be a somewhat rigorous course but the target audience is a group of econ majors who have no training in higher math at all. The result is ""learning"" a bunch of formulae you never have to prove (or see the proof).","Nice and approachable, but class was structured badly. Required attendance at 8am lectures, where a lot of the time was spent in silent breakout rooms. Exams were all multiple choice, which is horrible for a math-heavy course!!! Problem sets were laborious, but really helpful to learn material. Overall good prof, bad class."
Arts  Sciences,298,Cornell University,Jonathan,,McKenzie,2265441,0,zero,TEACHER,PROFESSOR,N/A,,,,"Means well but lectures degrade into conceptual nonsense. FWS is very philosophy heavy and class is not based on traditional graphic novels but on informational graphic novels. It is hard to decipher what he wants in class at first, but become clear that you have to roll with his opinions. If you want an easy or interesting FWS this is not it.",,
Accounting,298,Cornell University,John,,McKinley,2093094,4,good,TEACHER,PROFESSOR,4.8,5.0,5.0,,"Really funny and caring guy, knew my name despite the fact that I rarely attended or participated in class, very understanding, and tries his best to keep his students engaged so they can learn the material. ","Hilarious and knows everything about Tax. Does NOT like people missing lectures or arriving late. Really does care about his students. Very important to pay attention in lecture; he emphasizes the things he's going to be testing on, so if you go to lecture you'll know what to focus on when studying and what you can just skim.","Makes accounting interesting and enjoyable to learn, and has sparked my personal interest in the subject"
Engineering,298,Cornell University,Gregory,C,McLaskey,2009566,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,Great class. He does a good job at reinforcing which concepts are important while keeping lectures fun and informative.,,
Marketing,298,Cornell University,Edward,,McLaughlin,258512,37,good,TEACHER,PROFESSOR,3.8,5.0,5.0,,great teacher,"He is a fantastic and interesting lecturer, but his tests present a problem as they often test irrelevant and minute details.  However, it's a fairly easy A if you are willing to pay attention in lectures and read the book thoroughly.  Median grade is like a B.","professor was completley inaccesible and unhelpful. In response to a question regarding the final exam he replied in an email ""see class notes where this was discussed four weeks in a row"" He could easily have answered my question. Tests are not too difficult but they dont test your knowledge of the subject. Steer clear if its not required"
Communication,298,Cornell University,Poppy,,McLeod,847284,23,average,TEACHER,PROFESSOR,3.2,5.0,5.0,,"Could really tell she cared about her students. A lot of reading/discussion posts and mandatory attendance was a pain but ultimately worth it because the take-home exams and essays were bearable. Hated the group project, but that wasn't her fault. She took student feedback to heart and tried to make lectures more engaging.","Great class, unique experiential format, although the grading rubrics can be vague. Prelim and final are easy if you study the review questions. Would recommend!",Class is incredibly boring so its a hike and a half just to make it there in the morning even though attendance is mandatory. The TAs feedback for prelim essays was confusing and not helpful. The professor did nothing to make this better. She doesnt give clear directions and was rude when asked to clarify further on instructions for help.
Engineering,298,Cornell University,Peter,,McMahon,2695258,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Sociology,298,Cornell University,Philip,,McMichael,413914,11,average,TEACHER,PROFESSOR,2.8,4.0,4.0,,This class seems like it was created to be an ego boost for the professor. He only promotes his ideals with his textbook (that is hard to follow because it's poorly written). I loved my TA and he made the class bearable but overall McMichael just rambles and is not responsive to students making the class more difficult than it needs to be,"Lectures are styled to promote dialog, but nobody responds to his questions. Very knowledgable on the subject matter. Readings outside of the textbook not necessary but helpful. Attendance is counted but participation will get you further. I can see why some people might be at odds with his personality/methods; not for everyone but he tries",Worst lecturer I have had by far. Class time dead silent as he asks questions nobody tries to answer. He also tries to be provocative and ends up being really rude to students. Wouldnt take again.
