tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,review_quality_rating,review_difficulty_rating,review_class,review
Languages,298,Cornell University,Jurandir,,oliveira,574625,12,good,TEACHER,PROFESSOR,3.7,5.0,5.0,PORT2020,"Jura made my first year at Cornell. Never have I looked forward to a class more. He's hilarious and seems like he's always on red bull, but at the same time, he's extremely dedicated, caring, and knowledgeable. If you put effort in he will make sure you do well. Can't recommend the class high enough, just make sure you can handle some teasing."
Architecture,298,Cornell University,Porus,,Olpadwala,939839,11,poor,TEACHER,PROFESSOR,2.3,5.0,5.0,CRP2201,"The first day of class you think he is going to be an amazing professor when you hear him addressing the class as ""friends."" Things, however, quickly change when you get your assignments back and see that he is not a fair grader. Going to office hours is useless."
Hospitality,298,Cornell University,Mona,Anita K,Olsen,2173961,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,PHYZ101,"PhYZ 101 she is a good teacher take her , an easy A class , not tough grader"
Psychology,298,Cornell University,Anthony,,Ong,1322238,11,good,TEACHER,PROFESSOR,4.9,5.0,5.0,HD3490,I took positive psychology 4 yrs ago. What I loved about Prof. Ong was that he never made me feel stupid when I had a question in class or when I went to his office hours....I recently graduated from med school and I am now an MD! Thank you Prof. Ong.
Psychology,298,Cornell University,Alexander,,Ophir,2455651,2,good,TEACHER,PROFESSOR,4.5,5.0,5.0,PSYCH3220,"Senior here, I've taken a lot of neurobiology courses at Cornell and this is definitely one of the most interesting ones. Prof. Ophir is hilarious and probably the best professor I've had. The class isn't stressful at all because it's broken up into small assignments like quizzes that are graded fairly."
Languages,298,Cornell University,Samanta,,Ordonez,1630834,2,average,TEACHER,PROFESSOR,3.0,,,SPAN2090,Nice and very helpful if you ask
Humanities,298,Cornell University,Sidney,,Orlov,266830,43,poor,TEACHER,PROFESSOR,1.6,4.5,4.5,SHUM1130,"Propaganda was an incredible course. This professor is a tough grader, but she is a very sharp, critical reader. She will tear your essay apart, but if you're willing, you will learn so much about expository writing, and how to craft watertight arguments. The essays aren't easy, but you will stretch your critical thinking and writing skills."
English,298,Cornell University,David,Hiles,Orr,2076467,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ENGL1168,"Prof. Orr is super nice and knowledgeable. Despite his amazing educational and professional background (Princeton, Yale Law, New York Times), he is humble, listens to you, and stays after class however late if you have any questions. Course materials are carefully chosen. Totally recommend any class with him."
Food Science,298,Cornell University,Alicia,,Orta-Ramirez,1446775,5,average,TEACHER,PROFESSOR,3.1,4.5,4.5,FDSC4010,Too hard to get a good grade
Fine Arts,298,Cornell University,Carl,,Ostendarp,387427,22,average,TEACHER,PROFESSOR,2.8,5.0,5.0,ART2201,"This class is the most favorite and inspirational class I've ever taken. Carl is so chill, and he is also a genius with his mindset and lectures. Working in this course healed me a lot, and it helped me go through the first tough and struggling semester. I highly recommend taking this class."
Architecture,298,Cornell University,Christian,,Otto,202454,4,good,TEACHER,PROFESSOR,4.6,4.5,4.5,ARCH399,A arch history teacher that will temper and refine your architectural knowledge from merely fashionable and abstract into reasoned and articulate.
Economics,298,Cornell University,Steven,,Otto,2376468,0,zero,TEACHER,PROFESSOR,N/A,,,,
Architecture,298,Cornell University,Arthur,,Ovaska,216714,12,good,TEACHER,PROFESSOR,3.8,5.0,5.0,ARCH201,Probably the greatest person I ever met
Science Technology & Society,298,Cornell University,Kim,,Overby,2585896,3,good,TEACHER,PROFESSOR,4.3,5.0,5.0,BSOC2051,"She's nice and the class is interesting, but her lectures are a bit dry and her power points aren't great. There were prelims that were memorization heavy and two essays that were graded generously, along with a completion paper that was easy. The discussion sections were interesting and I liked the discussion that was had."
Physics,298,Cornell University,James,,Overhiser,2172336,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,PHYS4484,Very caring instructor with a true passion for teaching. Grades entirely on attendance and completion.
Near Eastern Studies,298,Cornell University,Kadhim,,Owayez,2355592,6,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ARAB1102,"Kadhim is an incredible instructor. As other reviewers have mentioned, he genuinely cares about his students and works hard to create a friendly classroom environment. His Arabic class was the best hour of my day, because he strongly encourages students to work together outside class. Also, he has a great sense of humor."
Science,298,Cornell University,Thomas,,Owens,18310,149,average,TEACHER,PROFESSOR,2.7,4.0,4.0,BIOG1440,"Overall you learn very little in this class.  His goal is to make you use critical thinking to answer questions, but in the end his teaching style means that you don't end up learning much about biology.  His office hours are very helpful, but he tends to tear apart the people who ask questions.  The class also has a harsh curve, all tests are T/F."
Human Ecology,298,Cornell University,Emily,,Owens,1165348,10,average,TEACHER,PROFESSOR,2.8,4.0,4.0,PAM2040,"One of the harder PAM classes. She's actually nicer than she seems during lecture. What she says during class in terms of current policy reforms, data, etc. are very accurate. Doesn't conform to one political ideology. Maybe sounds like a libertarian but maybe that's because the course is focused on utilitarianism, efficiency, opp. to paternalism"
Fine Arts,298,Cornell University,Stephanie,,Owens,1548117,10,average,TEACHER,PROFESSOR,3.0,5.0,5.0,ENG101,"She has trouble with actually giving specific advice to people. When I was confused about a topic, all she did was send me word for word the assignment details again. Also, a lot of her examples just straight up don't follow the guidelines at all and make the assignments more confusing."
Hotel & Restaurant Management,298,Cornell University,Marie,,Ozanne,2596079,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,HADM1360,"Easy class, great professor, provides extra credit and tests are fair. I had her during the coronavirus when things switched online. The first half of the year there was barely homework besides readings, she does clicker questions, and the prelims are straightforward. During corona she gave a lot of work but it was easy"
Statistics,298,Cornell University,Kevin,,Packard,2260586,36,poor,TEACHER,PROFESSOR,2.3,5.0,5.0,ILRST2100,"Homework is a few hours each week past the first month. Topics not well explained, but exams are pretty straight forward based off the practice exam. Overall, not a super tough class but a professor who means well but falls short."
Physics,298,Cornell University,Hasan,,Padamsee,578437,15,good,TEACHER,PROFESSOR,3.9,4.5,4.5,PHYS1203,shouldn't be too difficult to get an A if you do ALL the assigned work. Final paper is unnecessarily long an a total nightmare.  professor honestly doesn't do much but is generous with iclicker points and extra credit at the end of semester.
Fine Arts,298,Cornell University,Greg,,Page,384443,8,good,TEACHER,PROFESSOR,3.9,5.0,5.0,ART2301,I loved Professor Page & actually ended up taking two of his classes! He is such a caring and fun professor who gets very happy and excited when a good print is made! Is very knowledgable and is willing to share with you his experiences with printmaking and bookmaking! Will miss him very much since he recently retired from teaching.
Asian Studies,298,Cornell University,Jaqueline,,Pak,1401446,8,poor,TEACHER,PROFESSOR,1.3,,,ASIAN3336,"I do agree she is intelligent, but she cannot present anything. She was really unprepared for her lectures, as if she was taking her students for granted. Also takes everything really personally though...not professional at all."
Information Science,298,Cornell University,Steven,,Paling,2066691,2,poor,TEACHER,PROFESSOR,1.5,,,INFO1300,"Professor Paling is clearly a capable web developer with a lot of field experience, but he has a lot of difficulty teaching the concepts. I was fortunate to come in with web development experience, and that allowed me to do very well in the class, but my peers who did not have experience struggled because of his teaching ability."
Mathematics,298,Cornell University,Eyvindur,,Palsson,1317241,2,good,TEACHER,PROFESSOR,4.8,5.0,5.0,MATH1910,No Comments
Humanities,298,Cornell University,An-Yi,,Pan,240973,14,poor,TEACHER,PROFESSOR,1.8,4.5,4.5,ARTH4820,"Would give us long readings to do each week that we would have to do a powerpoint presentation on it in class. Was basically what lecture was, us reading off our slides, and then him going back through the slides and giving his take. Only thing you learn is from your own reading. 1 graded paper at the end, but 20 pages, which is ridiculous."
English,298,Cornell University,Alex,,Papanicolopoulos,1058169,8,good,TEACHER,PROFESSOR,4.9,5.0,5.0,ENG158,"Alex is a sensational Proffessor, Having his class made my day. At Cornell, I learned a tremendous amount. Phenomenal teaching skills, truly worth paying for my education when I have a teacher like him. Not to mention he's handsome too!"
Languages,298,Cornell University,Anna,,Paparcone,484509,8,good,TEACHER,PROFESSOR,4.3,4.0,4.0,ITAL101,Professor Paparcone really cares about her students. She was helpful and understanding to students that were confused or even a little behind on readings or studying. She keeps class interesting and always changes things up. I would love to have her again!
Literature,298,Cornell University,Slava,,Paperno,191718,17,good,TEACHER,PROFESSOR,4.4,5.0,5.0,RUSSA2203,One of my favorite professors in existence. Have taken 6 classes with him and i learn so much every single time he speaks. Very kind and understanding. I have never understood grammar like I do when he explains it. he's also just so funny sometimes? loves to talk about how English makes no sense and Russian is superior.
Engineering,298,Cornell University,Francesca,,Parise,2630481,2,average,TEACHER,PROFESSOR,3.0,4.0,4.0,ECE5960,"Passionate professor, always willing to help. Graded based on homework and the final project. No exam."
Education,298,Cornell University,Travis,,Park,844913,5,average,TEACHER,PROFESSOR,3.1,4.5,4.5,EDUC4410,"A mess. Syllabus was wrong in several places and was confusing, wasn't clear at all about what he wanted, wouldn't even mention some assignments, activities suck and we often didn't understand them, rushed through the slides. Very nice, but doesn't understand what he's doing (and practically admits this at end of course.)"
Fine Arts,298,Cornell University,Maria,,Park,1994331,2,good,TEACHER,PROFESSOR,4.5,5.0,5.0,ART3201,"Maria is as caring and experienced as Stan Taft, and provides significantly more usable feedback. Her grading is lenient and she provides more materials than any other teacher I've had in AAP."
Chemistry,298,Cornell University,Jiwoong,,Park,2010176,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,CHEM3900,"Park's excitement over thermodynamics is palpable through his lectures. He knows Pchem isn't the most fascinating subject for many students and tries to insert short stories or interesting applications into lectures. His lessons are well organized, and a decent number of homework questions are a variation of textbook examples. "
